PAIS,DEPARTAMENTO,PROVINCIA,MUNICIPIO,RECINTO,ASIENTO,TIPO-CIRCUN,LATITUD,LONGITUD,CIRCUNSCRIPCION,DISTRITO,CUADRANTE
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Escuela Adolfo Roman Hijo,Ingeniero Montero Hoyos,Uninominal,-17.6432,-62.823514,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,Escuela Andres Ibañez,Limoncito,Uninominal,-18.02817,-63.40279,56,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,Escuela Callejas,Cotoca,Uninominal,-17.766163,-63.059745,47,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Escuela Canoto,Santa Cruz de la Sierra,Uninominal,-17.78442,-63.19444,44,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,Escuela Central Aniceto Parada Roca,Luquillas,Uninominal,-17.6197,-63.44804,56,.,.
Bolivia,Santa Cruz,Cordillera,AIOC Charagua Iyambae,Escuela Central Fe y Alegria,Charagua,Uninominal,-19.790759,-63.196864,55,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,Escuela Central Sombrerito,Sombrerito,Uninominal,-17.88821,-63.36818,56,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,Escuela Col. San Marcos,Cotoca,Uninominal,-17.75545,-62.98962,47,.,.
Bolivia,Santa Cruz,Warnes,Okinawa Uno,Escuela Colegio Evangelico Metodista,Okinawa 1,Uninominal,-17.219152,-62.889175,53,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,Escuela Colegio Lorenzo Cortez Rivera,Cotoca,Uninominal,-17.750758,-62.995138,47,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,Escuela Colegio Manuel Angel Cortez,Cotoca,Uninominal,-17.75491,-63.0035,47,.,.
Bolivia,Santa Cruz,Ichilo,Yapacaní,Escuela Corte Hondo,Corte Hondo,Especial,-16.648464,-64.746951,5,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,Escuela Demetrio Añez,Puerto Pailas,Uninominal,-17.66665,-62.79085,47,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,Escuela Irenia Montero,Agua Dulce,Uninominal,-17.87279,-63.4469,56,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,Escuela José Gil Soruco,Pedro Lorenzo,Uninominal,-17.95629,-63.2532,55,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Escuela Km 9,Santa Cruz de la Sierra,Uninominal,-17.6916,-63.15509,44,.,.
Bolivia,Santa Cruz,Ñuflo De Chávez,San Julian,Escuela Luz y Verdad,Nñcleo 29-Illimani,Uninominal,-16.63566,-62.91896,53,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,Escuela Maestro Pitagoras,Simon Bolivar,Uninominal,-17.89535,-63.29059,55,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Escuela Nueva Aurora,Remanso,Uninominal,-17.577191,-62.824901,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,Escuela Nueva Esperanza,Kilñmetro Doce,Uninominal,-17.86146,-63.26702,55,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Escuela Primavera,Santa Cruz de la Sierra,Uninominal,-17.708983,-63.129114,44,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,Escuela Puerto Ichilo,Colinas del Urubo,Uninominal,-17.74908,-63.23566,56,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,Escuela Rep. de Mexico,Campanero,Uninominal,-17.7372,-62.95778,47,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Escuela San Carlos,Santa Cruz de la Sierra,Uninominal,-17.7572,-63.18186,44,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Escuela San Joaquin,Santa Cruz de la Sierra,Uninominal,-17.722381,-63.136676,44,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,Escuela Santa Martha,Santa Martha,Uninominal,-17.96476,-63.36341,56,.,.
Bolivia,Santa Cruz,Cordillera,Lagunillas,Escuela Seccional Aquio,Aqu?¡o,Uninominal/Especial,-19.70833,-63.68824,55,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Escuela Seccional Guapilo,Guapilo,Uninominal,-17.760562,-63.081403,46,.,.
Bolivia,Santa Cruz,Cordillera,AIOC Charagua Iyambae,Escuela Seccional Saipuru,Saipurñ,Uninominal/Especial,-19.522041,-63.23007,55,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Escuela Seccional Zafranilla,Zafranilla,Uninominal,-17.62794,-63.00508,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,Escuela Tarumatu,Tarumatu,Uninominal,-17.65729,-63.24299,56,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,Escuela Tiquipaya,Tiquipaya,Uninominal,-18.08387,-63.45114,56,.,.
Bolivia,Santa Cruz,Chiquitos,Pailón,Escuela Tunas Nuevo,Tunas Nuevo,Uninominal,-17.639084,-61.712867,54,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,Escuela U.E Club Social 24 de Septiembre,Mapaiso de las Piedades,Uninominal,-17.69314,-63.0174,47,.,.
Bolivia,Santa Cruz,Warnes,Okinawa Uno,Escuela Unid. Edu.Nuevo Horizonte,Nuevo Horizonte,Uninominal,-17.32424,-62.80159,53,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,Escuela Unidad Educativa Oscar Alfaro,El Bisito,Uninominal,-17.79542,-63.01909,47,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Facultad de Ciencias Agricolas U.A.G.R.M.,Santa Cruz de la Sierra,Uninominal,-17.698143,-63.148744,44,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Fred Nuñez Gonzales,Santa Cruz de la Sierra,Uninominal,-17.717763,-63.069608,46,.,.
Bolivia,Santa Cruz,Ñuflo De Chávez,San Javier,GUILLERMO AÑEZ (Temporal),San Javier (Ñ.de Chavez),Uninominal,-16.272934,-62.505626,53,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Gladys Rivero De Jimenez,Santa Cruz de la Sierra,Uninominal,-17.77348,-63.20806,44,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Hermann Gmeiner (Temporal),Santa Cruz de la Sierra,Uninominal,-17.829936,-63.234561,51,.,.
Bolivia,Santa Cruz,Ñuflo De Chávez,Concepción,Hogar Parroquial Altamira,Altamira,Uninominal/Especial,-16.148425,-62.010326,53,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Kinder Cariñosito,Santa Cruz de la Sierra,Uninominal,-17.849401,-63.214436,50,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Kinder Ferroviario,Santa Cruz de la Sierra,Uninominal,-17.781,-63.145,47,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Kinder Guarderia El Carmen,Santa Cruz de la Sierra,Uninominal,-17.770506,-63.203873,44,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Kinder Japon V  (Temporal),Santa Cruz de la Sierra,Uninominal,-17.808413,-63.194619,51,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Kinder Libertad,Santa Cruz de la Sierra,Uninominal,-17.800112,-63.120663,47,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Kinder Luisa Saucedo,Santa Cruz de la Sierra,Uninominal,-17.77909,-63.18323,44,.,.
Bolivia,Santa Cruz,Guarayos,Ascención de Guarayos,Kinder Mi Dulce Hogar,Ascenciñn (Guarayos),Uninominal,-15.898185,-63.187917,53,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Kinder Nimia Centella,Santa Cruz de la Sierra,Uninominal,-17.78436,-63.11775,47,.,.
Bolivia,Santa Cruz,Vallegrande,Vallegrande,Kinder Santa Maria,Vallegrande,Uninominal,-18.486182,-64.101602,56,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,LIB. Simon Bolivar (Temporal),Santa Cruz de la Sierra,Uninominal,-17.841487,-63.192937,50,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Luz Del Mundo C,Santa Cruz de la Sierra,Uninominal,-17.77199,-63.1118,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,Madre Teresa De Calcuta,El Carmen (Ibañez),Uninominal,-17.878477,-63.23116,55,.,.
Bolivia,Santa Cruz,Ñuflo De Chávez,Concepción,Medio Monte,Medio Monte,Uninominal,-16.52462,-62.07742,53,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Misiones De Jesus,Santa Cruz de la Sierra,Uninominal,-17.84764,-63.21696,50,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Modulo 10 de Octubre (Temporal),Santa Cruz de la Sierra,Uninominal,-17.74091,-63.119534,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Modulo Educativo 24 De Septiembre,Santa Cruz de la Sierra,Uninominal,-17.819547,-63.205039,51,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Modulo Educativo Cenetrop,Santa Cruz de la Sierra,Uninominal,-17.868277,-63.175314,50,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Modulo Educativo German Busch,Santa Cruz de la Sierra,Uninominal,-17.735019,-63.174423,44,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Modulo Educativo Jardin Latino,Santa Cruz de la Sierra,Uninominal,-17.811045,-63.226846,51,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Modulo Educativo José Miguel De Velasco,Santa Cruz de la Sierra,Uninominal,-17.75368,-63.18459,44,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Modulo Educativo Maria De Mattias,Santa Cruz de la Sierra,Uninominal,-17.844515,-63.193289,50,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Modulo Educativo Republica De Colombia,Santa Cruz de la Sierra,Uninominal,-17.860021,-63.20602,50,.,.
Bolivia,Santa Cruz,Warnes,Warnes,Modulo Educativo Valle Sanchez (Temporal),Valle Sánchez (Warnes),Uninominal,-17.660879,-63.167334,57,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Modulo Jaime Paz Zamora (Temporal),Santa Cruz de la Sierra,Uninominal,-17.830141,-63.166916,50,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Modulo Rancho Nuevo,Santa Cruz de la Sierra,Uninominal,-17.74573,-63.12128,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Modulo Santa Ana (Temporal),Santa Cruz de la Sierra,Uninominal,-17.74091,-63.119534,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Modulo Urb. Cotoca (Temporal),Santa Cruz de la Sierra,Uninominal,-17.757415,-63.102253,46,.,.
Bolivia,Santa Cruz,Guarayos,El Puente,Monte Sinai,Monte Sinai,Uninominal,-16.230472,-63.298932,53,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Motacusal,Santa Cruz de la Sierra,Uninominal,-17.68219,-63.10342,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Naciones Unidas,Santa Cruz de la Sierra,Uninominal,-17.732546,-63.177396,44,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Neptaly Sandoval   (Temporal),Santa Cruz de la Sierra,Uninominal,-17.783902,-63.151249,45,.,.
Bolivia,Santa Cruz,Ichilo,San Juan,Nucleo Central La Enconada,La Enconada,Uninominal,-17.056273,-63.895757,57,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,Nucleo Central Taruma,Tarumá - San Lu?¡s,Uninominal,-18.11805,-63.46047,56,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Pedro Diez,Santa Cruz de la Sierra,Uninominal,-17.85394,-63.18398,50,.,.
Bolivia,Santa Cruz,Ñuflo De Chávez,San Antonio de Lomerio,Pedro Pablo Peña Garcia,Palmira,Uninominal/Especial,-16.752924,-61.934605,53,.,.
Bolivia,Santa Cruz,Warnes,Warnes,Politecnico Pentaguazu,Satélite Norte,Uninominal,-17.595029,-63.130771,57,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Progreso,Santa Cruz de la Sierra,Uninominal,-17.72208,-63.13077,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Sahara Guardia,Santa Cruz de la Sierra,Uninominal,-17.85209,-63.20287,50,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,Seccional Parabanocito,Parabanocito,Uninominal,-18.22056,-63.46001,56,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U. E. Carlos La Torre,Santa Cruz de la Sierra,Uninominal,-17.77396,-63.12363,47,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,U. E. Ciudadela Nueva Jerusalén,Mapaiso de las Piedades,Uninominal,-17.721085,-63.030424,47,.,.
Bolivia,Santa Cruz,Ñuflo De Chávez,Concepción,U. E. Eduardo Abaroa,Integracion A,Uninominal,-15.115,-61.485,53,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U. E. El Retoño,Santa Cruz de la Sierra,Uninominal,-17.73956,-63.07298,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U. E. Escuela Ñuflo De Chavez,Santa Cruz de la Sierra,Uninominal,-17.747153,-63.158578,45,.,.
Bolivia,Santa Cruz,Guarayos,Ascención de Guarayos,U. E. José Barrero Valverde,Ascenciñn (Guarayos),Uninominal,-15.897485,-63.189238,53,.,.
Bolivia,Santa Cruz,Cordillera,Cabezas,U. E. Loma Blanca,Loma Blanca,Uninominal,-18.375,-63.203,55,.,.
Bolivia,Santa Cruz,Chiquitos,Pailón,U. E. Mateo Kuljis,Nueva Belen,Uninominal,-17.613,-62.686,54,.,.
Bolivia,Santa Cruz,Cordillera,Camiri,U. E. Monseñor Salvatierra,Choreti,Uninominal,-20.009839,-63.52497,55,.,.
Bolivia,Santa Cruz,Chiquitos,Pailón,U. E. Nacional 13 de Mayo,Pailón,Uninominal,-17.671708,-62.715078,54,.,.
Bolivia,Santa Cruz,Chiquitos,Pailón,U. E. Prof. Carlos Gomez Cornejo,Pailón,Uninominal,-17.657319,-62.721719,54,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U. E. San Simón,Santa Cruz de la Sierra,Uninominal,-17.795501,-63.135285,47,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U. E. Santa Claudina Thevenet,Santa Cruz de la Sierra,Uninominal,-17.828843,-63.133305,48,.,.
Bolivia,Santa Cruz,Ichilo,Yapacaní,U. E. Santa cruz de la Sierra,Puerto Avaroa,Uninominal,-17.287083,-64.185825,57,.,.
Bolivia,Santa Cruz,Chiquitos,Pailón,U. E. Sinaí,Sina?¡,Uninominal,-17.545,-62.659,54,.,.
Bolivia,Santa Cruz,Cordillera,Lagunillas,U. E. Tenta Piau,Tenta Piau,Especial,-19.557886,-63.668154,5,.,.
Bolivia,Santa Cruz,Velasco,San Ignacio,U. E. Tupac Katari,Cochabamba,Uninominal,-17.437137,-66.135852,21,.,.
Bolivia,Santa Cruz,Cordillera,Cabezas,U. E. Vaca Guzmán,Vaca Guzmán,Uninominal,-18.405,-63.208,55,.,.
Bolivia,Santa Cruz,Ichilo,Buena Vista,U. E.San Miguel Afuera,San Miguél (Ichilo),Uninominal,-17.437512,-63.532238,56,.,.
Bolivia,Santa Cruz,Ñuflo De Chávez,San Julian,U.E San Juan de Berlín,San Julian,Uninominal,-17.060457,-62.626496,53,.,.
Bolivia,Santa Cruz,Ñuflo De Chávez,San Julian,U.E.  1ro de Marzo,Limoncito-R?¡o Grande,Uninominal,-16.641865,-63.292251,53,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,U.E.  23 de Diciembre,El Carmen (Ibañez),Uninominal,-17.85056,-63.24312,55,.,.
Bolivia,Santa Cruz,Ichilo,Yapacaní,U.E.  Don Bosco,San Germán,Uninominal,-17.35061,-64.09068,57,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,U.E.  Juan Pablo II EPDB,El Carmen (Ibañez),Uninominal,-17.873176,-63.242141,55,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E.  Kinder 27 de Mayo,Santa Cruz de la Sierra,Uninominal,-17.802387,-63.128804,48,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E.  Kinder Virgen de Cotoca II,Santa Cruz de la Sierra,Uninominal,-17.747036,-63.180383,44,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E.  Magisterio Sur 120 II,Santa Cruz de la Sierra,Uninominal,-17.86983,-63.18134,50,.,.
Bolivia,Santa Cruz,Ichilo,Yapacaní,U.E. 12 de Octubre,El Cerro,Uninominal,-17.543294,-61.510575,54,.,.
Bolivia,Santa Cruz,Velasco,San Ignacio,U.E. 15 de Agosto,Trinidad,Uninominal,-14.83425,-64.92943,58,.,.
Bolivia,Santa Cruz,Guarayos,Ascención de Guarayos,U.E. 16 de Julio,16 de Julio,Uninominal,-15.620972,-63.590825,53,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. 18 de Julio,Santa Cruz de la Sierra,Uninominal,-17.7454,-63.0932,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. 18 de Noviembre,San Borja,Uninominal,-14.86087,-66.75239,59,.,.
Bolivia,Santa Cruz,Guarayos,Urubicha,U.E. 1ro de abril,Santa Teresita (Cururu),Especial,-15.500628,-63.201285,5,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. 1ro. De Mayo,Villazón,Uninominal,-22.088568,-65.597299,37,.,.
Bolivia,Santa Cruz,Cordillera,Gutiérrez,U.E. 21 de Junio,Tierra Hermosa,Uninominal/Especial,-15.369067,-61.522865,53,.,.
Bolivia,Santa Cruz,Cordillera,Gutiérrez,U.E. 22 de Septiembre,Comunidad Tatarenda Nueva,Uninominal,-19.10607,-63.51599,56,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. 23 de Diciembre J. Carlos Truji,Santa Cruz de la Sierra,Uninominal,-17.76983,-63.11529,46,.,.
Bolivia,Santa Cruz,Warnes,Okinawa Uno,U.E. 24 De Marzo,Villa Reyes,Uninominal,-17.393976,-62.818476,53,.,.
Bolivia,Santa Cruz,Sara,Santa Rosa,U.E. 24 de Junio,San Juan del Pari,Uninominal,-16.487,-63.97,52,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. 24 de Marzo,Villa Reyes,Uninominal,-17.393976,-62.818476,53,.,.
Bolivia,Santa Cruz,Cordillera,AIOC Charagua Iyambae,U.E. 24 de Septiembre,Castañera Campoana,Uninominal,-10.971283,-67.753936,62,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. 25 de Diciembre,Santa Cruz de la Sierra,Uninominal,-17.81471,-63.14124,48,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. 25 de Octubre,Santa Cruz de la Sierra,Uninominal,-17.81277,-63.0919,48,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. 26 De Septiembre,Santa Cruz de la Sierra,Uninominal,-17.72374,-63.10361,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. 26 de Junio,Santa Cruz de la Sierra,Uninominal,-17.845325,-63.102148,49,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. 26 de Noviembre,Santa Cruz de la Sierra,Uninominal,-17.730587,-63.131925,46,.,.
Bolivia,Santa Cruz,Ñuflo De Chávez,San Julian,U.E. 27 de Abril,Los Angeles,Uninominal,-16.863758,-62.611868,53,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. 27 de mayo,Sacaba,Uninominal,-17.424991,-66.050686,23,.,.
Bolivia,Santa Cruz,Obispo Santistéban,San Pedro,U.E. 8 de Octubre,Peta Grande,Uninominal,-16.181011,-64.042589,52,.,.
Bolivia,Santa Cruz,Ichilo,Yapacaní,U.E. ALIANZA NORTE  (Temporal),Yapacaní (Villa Busch),Uninominal,-17.398541,-63.88372,57,.,.
Bolivia,Santa Cruz,Sara,Portachuelo,U.E. Adelaida Landívar Moreno,Portachuelo,Uninominal,-17.355611,-63.401297,57,.,.
Bolivia,Santa Cruz,Velasco,San Ignacio,U.E. Agustin Olivares,16 de Agosto,Uninominal,-16.254243,-61.133088,54,.,.
Bolivia,Santa Cruz,Warnes,Warnes,U.E. Akualand,Valle Sánchez (Warnes),Uninominal,-17.644026,-63.172042,57,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. Alfredo Barbery Chavez,Santa Cruz de la Sierra,Uninominal,-17.753441,-63.117965,46,.,.
Bolivia,Santa Cruz,Obispo Santistéban,Mineros,U.E. Alianza El Progreso,Alianza,Uninominal,-17.05495,-63.219598,52,.,.
Bolivia,Santa Cruz,Obispo Santistéban,Mineros,U.E. Alice Alvarez De Aredondo I,Mineros,Uninominal,-17.118638,-63.230644,52,.,.
Bolivia,Santa Cruz,Velasco,San Miguel,U.E. Altamira,Altamira,Uninominal,-16.715139,-61.0463,53,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,"U.E. Andres Ibañez ""A""",Santa Cruz de la Sierra,Uninominal,-17.839619,-63.106637,49,.,.
Bolivia,Santa Cruz,Chiquitos,Pailón,U.E. Angel Fioanini Banzer,Pailón,Uninominal,-17.65843,-62.72065,54,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,U.E. Angel Foianini Banzer II,Kilñmetro Doce,Uninominal,-17.880681,-63.280062,55,.,.
Bolivia,Santa Cruz,Warnes,Warnes,U.E. Antonio Anzuati,Warnes,Uninominal,-17.536951,-63.171488,57,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. Aponte De Jorori,Jorori,Uninominal,-17.88749,-63.02875,49,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. Arboleda De Fatima,Santa Cruz de la Sierra,Uninominal,-17.77194,-63.09396,47,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. Arca De Noe,Santa Cruz de la Sierra,Uninominal,-17.747091,-63.099402,46,.,.
Bolivia,Santa Cruz,Obispo Santistéban,General Saavedra,U.E. Arminda Mercado P.,Cruz Soleto,Uninominal,-17.220026,-63.278794,52,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,U.E. Barrio Lindo,Kilñmetro Doce,Uninominal,-17.89636,-63.26904,55,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. Bautista Vida Nueva,Santa Cruz de la Sierra,Uninominal,-17.825378,-63.175659,50,.,.
Bolivia,Santa Cruz,Obispo Santistéban,Mineros,U.E. Benjamin Banegas Vaca,Mineros,Uninominal,-17.125899,-63.228782,52,.,.
Bolivia,Santa Cruz,Velasco,San Ignacio,U.E. Bernardo Monteagudo,Los Angeles,Uninominal,-15.22893,-61.43381,54,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. Bibosi,Santa Cruz de la Sierra,Uninominal,-17.72477,-63.109756,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,U.E. Bicentenario Arco Iris,Kilñmetro Doce,Uninominal,-17.880198,-63.257587,55,.,.
Bolivia,Santa Cruz,Warnes,Warnes,U.E. Buena Fe,Buena Fe,Uninominal,-17.5464,-63.0742,57,.,.
Bolivia,Santa Cruz,Chiquitos,San José,U.E. Buena Vista,Villa el Carmen,Uninominal,-11.09452,-67.677608,62,.,.
Bolivia,Santa Cruz,Warnes,Warnes,U.E. Campo Rosso 4 de Abril,Satélite Norte,Uninominal,-17.59862,-63.13654,57,.,.
Bolivia,Santa Cruz,Ichilo,Yapacaní,U.E. Campo Víbora,Campo Vibora,Uninominal,-17.08242,-64.29475,57,.,.
Bolivia,Santa Cruz,Velasco,San Ignacio,U.E. Carlos Mayser Sauer,San Ignacio,Uninominal,-16.374672,-60.967377,54,.,.
Bolivia,Santa Cruz,Cordillera,Lagunillas,U.E. Carparicito,Caraparicito,Especial,-19.802275,-63.662286,5,.,.
Bolivia,Santa Cruz,Vallegrande,Postrervalle,U.E. Cecilia Vargas Osinaga,Los Churcos,Uninominal,-18.650106,-63.755018,56,.,.
Bolivia,Santa Cruz,Velasco,San Ignacio,U.E. Celedonio Cortezon,San Antonio de Santa Rosa,Uninominal,-16.03947,-61.15897,54,.,.
Bolivia,Santa Cruz,Vallegrande,Vallegrande,U.E. Chujllas,Chujllas,Uninominal,-18.827235,-64.019509,56,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. Cielito Lindo,Santa Cruz de la Sierra,Uninominal,-17.77039,-63.10667,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. Clara Serrano,Clara Serrano,Uninominal,-17.698088,-63.067643,46,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,U.E. Cordecruz,El Carmen (Ibañez),Uninominal,-17.847446,-63.247476,55,.,.
Bolivia,Santa Cruz,Velasco,San Miguel,U.E. Cuarrio,Corralito Cuarrio,Uninominal,-16.6861,-60.91503,53,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,U.E. Don Lorenzo,Don Lorenzo,Uninominal,-17.806176,-62.878574,47,.,.
Bolivia,Santa Cruz,Ichilo,Yapacaní,U.E. Eduardo Avaroa El Palmar,El Palmar (Ichilo),Uninominal,-17.368838,-64.037709,57,.,.
Bolivia,Santa Cruz,Cordillera,Cuevo,U.E. El Arenal,El Arenal,Uninominal/Especial,-20.40366,-63.51412,55,.,.
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,U.E. El Arenal C,Santa Cruz de la Sierra,Uninominal,-17.762861,-63.123807,46,.,.
Bolivia,Santa Cruz,Germán Busch,Puerto Quijarro,U.E. El Carmen de la Frontera,El Carmen de la Frontera,Uninominal,-19.099958,-57.816639,54,.,.
